ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
ILMN_1656992	NLRP10	NLR family pyrin domain containing 10	-0.335	2.66
ILMN_1657009	NFASC	neurofascin	-0.331	2.888
ILMN_1657016	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	-1.617	14.246
ILMN_1657039	FILIP1	filamin A interacting protein 1	-0.989	7.998
ILMN_1657040	RP1L1	retinitis pigmentosa 1-like 1	-0.309	2.31
ILMN_1657044	STARD6	StAR related lipid transfer domain containing 6	-0.324	2.417
ILMN_1657045	ABR	active BCR-related	-0.368	3.592
ILMN_1657066	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	-0.338	2.597
ILMN_1657077	SOCS6	suppressor of cytokine signaling 6	-0.432	4.56
ILMN_1657087	ZNF385B	zinc finger protein 385B	-0.71	8.181
ILMN_1657088	MYLK2	myosin light chain kinase 2	-0.329	3.541
ILMN_1657095	STARD3	StAR related lipid transfer domain containing 3	-0.299	2.522
ILMN_1657096	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	-0.347	2.847
ILMN_1657109	TLX2	T-cell leukemia homeobox 2	-0.506	6.363
ILMN_1657129	SKAP2	src kinase associated phosphoprotein 2	-0.361	2.211
ILMN_1657141	FMR1NB	fragile X mental retardation 1 neighbor	-0.335	2.725
ILMN_1657144	IBA57	IBA57 homolog, iron-sulfur cluster assembly	-0.215	2.322
ILMN_1657145	MEOX1	mesenchyme homeobox 1	-0.926	11.693
ILMN_1657156			-1.288	13.257
ILMN_1657158	RNF168	ring finger protein 168	-0.255	2.016
ILMN_1657181	C1QA	complement C1q A chain	-1.465	9.154
ILMN_1657188	FOXJ3	forkhead box J3	-0.585	5.724
ILMN_1657191	KRTAP10-5	keratin associated protein 10-5	-0.361	2.828
ILMN_1657194	TSNAXIP1	translin associated factor X interacting protein 1	-0.311	2.735
ILMN_1657204	SAE1	SUMO1 activating enzyme subunit 1	0.38	3.817
ILMN_1657234	CCL20	C-C motif chemokine ligand 20	1.211	2.593
ILMN_1657254	SGCD	sarcoglycan delta	-0.349	2.96
ILMN_1657283	ALKBH5	alkB homolog 5, RNA demethylase	-0.338	3.584
ILMN_1657295	CPA6	carboxypeptidase A6	-0.382	3.827
ILMN_1657312	CBWD2	COBW domain containing 2	-0.334	2.449
ILMN_1657316	IGSF1	immunoglobulin superfamily member 1	-0.332	2.668
ILMN_1657332	CCDC85B	coiled-coil domain containing 85B	-0.301	3.818
ILMN_1657334	TRIM55	tripartite motif containing 55	-0.34	2.494
ILMN_1657344			-0.252	1.805
ILMN_1657347	PODXL2	podocalyxin like 2	1.454	14.889
ILMN_1657358	CD200R1L	CD200 receptor 1 like	-0.36	3.127
ILMN_1657361	CBX7	chromobox 7	-1.425	13.235
ILMN_1657373	P3H2	prolyl 3-hydroxylase 2	-1.32	8.285
ILMN_1657378	LOC440446	uncharacterized LOC440446	-0.333	2.68
ILMN_1657381	RASSF6	Ras association domain family member 6	-0.679	7.881
ILMN_1657398			-0.606	4.957
ILMN_1657405	SPPL3	signal peptide peptidase like 3	-0.254	3.028
ILMN_1657417	FAM26F	family with sequence similarity 26 member F	-0.63	3.207
ILMN_1657435	MT1M	metallothionein 1M	-3.564	18.721
ILMN_1657436	FGFR1OP2	FGFR1 oncogene partner 2	-0.192	2.313
ILMN_1657440	KCNC2	potassium voltage-gated channel subfamily C member 2	-0.362	2.969
ILMN_1657442			-0.258	1.984
ILMN_1657446	NTPCR	nucleoside-triphosphatase, cancer-related	0.363	3.633
ILMN_1657451	SRPK2	SRSF protein kinase 2	-0.822	9.005
ILMN_1657455	CEACAM4	carcinoembryonic antigen related cell adhesion molecule 4	-0.3	2.355
ILMN_1657475	GALT	galactose-1-phosphate uridylyltransferase	-0.203	2.303
ILMN_1657478	MAGEL2	MAGE family member L2	-0.356	3.537
ILMN_1657483	SEC23B	Sec23 homolog B, coat complex II component	0.661	7.643
ILMN_1657486	OR2AG2	olfactory receptor family 2 subfamily AG member 2	-0.347	2.81
ILMN_1657495	MLEC	malectin	0.79	7.024
ILMN_1657497	KIAA0319	KIAA0319	-0.343	1.857
ILMN_1657502	MRGPRF	MAS related GPR family member F	-2.089	10.326
ILMN_1657505	HR	hair growth associated	-0.242	1.64
ILMN_1657509	TSEN54	tRNA splicing endonuclease subunit 54	0.412	3.543
ILMN_1657515	RPS6KA5	ribosomal protein S6 kinase A5	-0.668	6.757
ILMN_1657519	STK35	serine/threonine kinase 35	0.311	2.923
ILMN_1657521	TRIO	trio Rho guanine nucleotide exchange factor	-0.193	1.672
ILMN_1657527	CLEC12B	C-type lectin domain family 12 member B	-0.362	3.087
ILMN_1657529	CYP2B6	cytochrome P450 family 2 subfamily B member 6	-0.348	2.742
ILMN_1657547	CCDC34	coiled-coil domain containing 34	1.285	17.739
ILMN_1657554			-0.61	4.271
ILMN_1657572	HSFX1	heat shock transcription factor family, X-linked 1	-0.282	2.199
ILMN_1657591	SCN3A	sodium voltage-gated channel alpha subunit 3	-0.468	4.79
ILMN_1657600	NCAPH	non-SMC condensin I complex subunit H	-0.266	1.899
ILMN_1657603	AGBL1	ATP/GTP binding protein like 1	-0.294	2.103
ILMN_1657606	ZFHX4	zinc finger homeobox 4	-0.645	6.53
ILMN_1657619	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14	-0.319	2.455
ILMN_1657624	NSFL1C	NSFL1 cofactor	-0.528	5.43
ILMN_1657640	TBL3	transducin beta like 3	0.306	2.351
ILMN_1657643	KCNIP2	potassium voltage-gated channel interacting protein 2	-0.331	2.645
ILMN_1657665	ZNF644	zinc finger protein 644	-0.329	2.656
ILMN_1657680	CCDC69	coiled-coil domain containing 69	-1.681	15.292
ILMN_1657682	GFM1	G elongation factor mitochondrial 1	0.466	5.458
ILMN_1657683	C1orf198	chromosome 1 open reading frame 198	0.672	6.42
ILMN_1657686			-0.334	2.685
ILMN_1657701			-0.938	7.137
ILMN_1657708	MGLL	monoglyceride lipase	-1.54	12.688
ILMN_1657709	TRIM34	tripartite motif containing 34	-0.32	2.744
ILMN_1657714	PANK2	pantothenate kinase 2	-0.356	2.995
ILMN_1657718	LDHD	lactate dehydrogenase D	-1.989	17.099
ILMN_1657744	FAM219B	family with sequence similarity 219 member B	-0.578	8.264
ILMN_1657749	CYP27C1	cytochrome P450 family 27 subfamily C member 1	-0.494	5.247
ILMN_1657750	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1	-0.534	4.859
ILMN_1657760	SYT17	synaptotagmin 17	-0.624	3.632
ILMN_1657766	TRIM29	tripartite motif containing 29	0.45	2.256
ILMN_1657769	EIF5	eukaryotic translation initiation factor 5	-0.339	3.133
ILMN_1657771	CRTC2	CREB regulated transcription coactivator 2	-0.2	2.079
ILMN_1657790	SRSF11	serine and arginine rich splicing factor 11	0.284	2.583
ILMN_1657796	STMN1	stathmin 1	1.342	18.154
ILMN_1657797	FIBP	FGF1 intracellular binding protein	0.429	3.761
ILMN_1657803	CFH	complement factor H	-1.409	12.748
ILMN_1657810	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M	-0.714	7.392
ILMN_1657835	CLASRP	CLK4 associating serine/arginine rich protein	-0.31	3.069
ILMN_1657838	KDM8	lysine demethylase 8	-0.244	2.496
ILMN_1657847	SUN3	Sad1 and UNC84 domain containing 3	-0.247	1.672
ILMN_1657854	MITF	melanogenesis associated transcription factor	-0.342	2.605
ILMN_1657855	ACTL6B	actin like 6B	-0.383	3.133
ILMN_1657857	TMEM14C	transmembrane protein 14C	0.276	1.528
ILMN_1657860	MINOS1	mitochondrial inner membrane organizing system 1	-0.498	5.816
ILMN_1657862	AHCY	adenosylhomocysteinase	1.98	18.835
ILMN_1657864	TMUB2	transmembrane and ubiquitin like domain containing 2	-0.339	5.699
ILMN_1657868	SIRT4	sirtuin 4	-0.487	6.542
ILMN_1657870	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	-0.32	2.538
ILMN_1657871	RSAD2	radical S-adenosyl methionine domain containing 2	-0.896	6.75
ILMN_1657873	XPO4	exportin 4	1.094	15.325
ILMN_1657888	SALL1	spalt like transcription factor 1	-0.351	2.884
ILMN_1657891	TNKS	tankyrase	-0.206	1.463
ILMN_1657892	TLR8	toll like receptor 8	-0.499	6.416
ILMN_1657937	RIPK1	receptor interacting serine/threonine kinase 1	-0.823	12.447
ILMN_1657949	RHEB	Ras homolog enriched in brain	0.492	4.658
ILMN_1657955	FMNL3	formin like 3	-0.297	2.957
ILMN_1657962	KRTAP1-1	keratin associated protein 1-1	-0.317	2.314
ILMN_1657972	HHIPL1	HHIP like 1	-0.267	1.779
ILMN_1657983	TERF2IP	TERF2 interacting protein	-0.3	3.52
ILMN_1657993	ADNP	activity dependent neuroprotector homeobox	0.921	13.336
ILMN_1658003	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein	0.362	5.383
ILMN_1658010	CENPI	centromere protein I	0.28	2.16
ILMN_1658017	SPN	sialophorin	-0.263	2.14
ILMN_1658027	RAD54L	RAD54-like (S. cerevisiae)	1.674	20.877
ILMN_1658040	CRABP1	cellular retinoic acid binding protein 1	-0.642	4.99
ILMN_1658062	OR2Y1	olfactory receptor family 2 subfamily Y member 1	-0.315	2.957
ILMN_1658065	EBP	emopamil binding protein (sterol isomerase)	0.724	4.95
ILMN_1658071	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	-0.422	1.716
ILMN_1658074	ZCCHC13	zinc finger CCHC-type containing 13	-0.358	2.889
ILMN_1658081			-0.3	2.067
ILMN_1658095	CYR61	cysteine rich angiogenic inducer 61	-0.848	2.818
ILMN_1658114			-0.331	2.851
ILMN_1658121	CFP	complement factor properdin	-0.427	3.825
ILMN_1658123	DAZ2	deleted in azoospermia 2	-0.321	2.687
ILMN_1658143	RFC3	replication factor C subunit 3	0.811	8.24
ILMN_1658145			-0.384	3.998
ILMN_1658149	ZMYND11	zinc finger MYND-type containing 11	-0.268	1.613
ILMN_1658152	MAP3K10	mitogen-activated protein kinase kinase kinase 10	-0.184	1.44
ILMN_1658158	ZNF501	zinc finger protein 501	-0.379	3.799
ILMN_1658160	FAM156A	family with sequence similarity 156 member A	0.778	7.769
ILMN_1658173	ZNF418	zinc finger protein 418	-0.524	6.093
ILMN_1658175			-0.306	2.552
ILMN_1658176	ABCG1	ATP binding cassette subfamily G member 1	-0.25	1.628
ILMN_1658182	MEX3C	mex-3 RNA binding family member C	0.382	4.31
ILMN_1658187	KAZN	kazrin, periplakin interacting protein	-0.352	2.914
ILMN_1658196	ZXDB	zinc finger, X-linked, duplicated B	0.515	6.592
ILMN_1658206	OSCP1	organic solute carrier partner 1	-0.19	1.481
ILMN_1658207			-0.354	3.246
ILMN_1658214	DRD2	dopamine receptor D2	-0.38	3.498
ILMN_1658221	POLH	DNA polymerase eta	-0.238	1.794
ILMN_1658232	KDM2B	lysine demethylase 2B	-0.321	3.36
ILMN_1658237	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	-0.356	2.882
ILMN_1658243	PSD3	pleckstrin and Sec7 domain containing 3	-0.329	3.049
ILMN_1658259	DRG1	developmentally regulated GTP binding protein 1	0.736	11.912
ILMN_1658261	MAPKBP1	mitogen-activated protein kinase binding protein 1	-0.366	4.174
ILMN_1658265	GPR135	G protein-coupled receptor 135	-0.307	2.577
ILMN_1658269	NUP93	nucleoporin 93	1.145	19.3
ILMN_1658271	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	-0.342	3.438
ILMN_1658289	WDR54	WD repeat domain 54	0.367	1.579
ILMN_1658299	CCR2	C-C motif chemokine receptor 2	-0.336	2.769
ILMN_1658301	FAM83E	family with sequence similarity 83 member E	-1.072	6.682
ILMN_1658310	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	-0.309	2.869
ILMN_1658312	CD37	CD37 molecule	-1.592	10.446
ILMN_1658322	LAT	linker for activation of T-cells	-0.345	2.615
ILMN_1658356	PAMR1	peptidase domain containing associated with muscle regeneration 1	-1.306	12.228
ILMN_1658369	TACR3	tachykinin receptor 3	-0.32	2.508
ILMN_1658373	PAN2	PAN2 poly(A) specific ribonuclease subunit	0.469	6.288
ILMN_1658376	CCDC114	coiled-coil domain containing 114	-0.259	1.933
ILMN_1658384	CRTAC1	cartilage acidic protein 1	-0.655	7.63
ILMN_1658386	DAOA	D-amino acid oxidase activator	-0.363	2.997
ILMN_1658387	KLRC3	killer cell lectin like receptor C3	-0.571	6.221
ILMN_1658396	SPEF2	sperm flagellar 2	-0.342	2.547
ILMN_1658399	KLRG1	killer cell lectin like receptor G1	-0.705	9.687
ILMN_1658413	HYDIN	HYDIN, axonemal central pair apparatus protein	-0.346	2.777
ILMN_1658416	MRPS18C	mitochondrial ribosomal protein S18C	0.61	6.738
ILMN_1658420	DSCAM	DS cell adhesion molecule	-0.293	2.506
ILMN_1658426	WNT10A	Wnt family member 10A	-0.681	5.734
ILMN_1658427	SMPD4	sphingomyelin phosphodiesterase 4	-0.34	2.639
ILMN_1658437			0.641	6.537
ILMN_1658440	SOX2	SRY-box 2	-0.38	3.71
ILMN_1658448			-0.344	2.79
ILMN_1658452	FAM53A	family with sequence similarity 53 member A	0.47	3.109
ILMN_1658456	SNX19	sorting nexin 19	-0.235	1.555
ILMN_1658457	RPL12	ribosomal protein L12	0.815	13.293
ILMN_1658460	SRSF10	serine and arginine rich splicing factor 10	0.507	4.298
ILMN_1658469			-0.546	6.288
ILMN_1658480	C1QTNF9B-AS1	C1QTNF9B antisense RNA 1	-0.337	2.684
ILMN_1658481			-0.277	2.556
ILMN_1658483	IL1A	interleukin 1 alpha	0.519	2.263
ILMN_1658499	SYT13	synaptotagmin 13	0.553	1.456
ILMN_1658502			-0.334	2.72
ILMN_1658504	CHKA	choline kinase alpha	-0.603	5.636
ILMN_1658513	IQSEC2	IQ motif and Sec7 domain 2	-0.417	4.527
ILMN_1658528	MYADM	myeloid associated differentiation marker	-0.641	2.93
ILMN_1658575	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5	0.322	1.931
ILMN_1658576	PTPRN	protein tyrosine phosphatase, receptor type N	-0.394	2.834
ILMN_1658577	HGH1	HGH1 homolog	1.019	8.667
ILMN_1658586	GPR161	G protein-coupled receptor 161	-0.353	3.414
ILMN_1658602			-0.252	1.788
ILMN_1658619	WWC1	WW and C2 domain containing 1	0.376	1.998
ILMN_1658623	MAGEC3	MAGE family member C3	-0.353	2.782
ILMN_1658624	UBXN6	UBX domain protein 6	-0.331	3.316
ILMN_1658626			-0.364	2.558
ILMN_1658632	NLRP7	NLR family pyrin domain containing 7	-0.359	3.253
ILMN_1658635	CLGN	calmegin	-0.379	3.301
ILMN_1658639	SLC46A3	solute carrier family 46 member 3	-1.196	13.141
ILMN_1658649	SPTSSB	serine palmitoyltransferase small subunit B	-0.296	2.083
ILMN_1658660	ACTC1	actin, alpha, cardiac muscle 1	-0.511	3.069
ILMN_1658675	CDH23	cadherin-related 23	-0.288	2.051
ILMN_1658677	DTX3	deltex E3 ubiquitin ligase 3	-0.915	7.558
ILMN_1658678	SAAL1	serum amyloid A like 1	0.893	15.734
ILMN_1658679	YJEFN3	YjeF N-terminal domain containing 3	-0.402	4.325
ILMN_1658684	ATP9B	ATPase phospholipid transporting 9B (putative)	-0.392	3.41
ILMN_1658685	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	-0.261	1.697
ILMN_1658695	NUF2	NUF2, NDC80 kinetochore complex component	1.508	20.778
ILMN_1658706	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	-0.484	3.147
ILMN_1658710	FAM19A4	family with sequence similarity 19 member A4, C-C motif chemokine like	-0.461	4.747
ILMN_1658713	TNFSF11	tumor necrosis factor superfamily member 11	-0.352	3.127
ILMN_1658715	NRXN3	neurexin 3	-0.387	3.818
ILMN_1658717	DEPDC5	DEP domain containing 5	-0.288	3.039
ILMN_1658743	CCNDBP1	cyclin D1 binding protein 1	-0.595	7.182
ILMN_1658758	NPB	neuropeptide B	-0.299	2.307
ILMN_1658759	PEX19	peroxisomal biogenesis factor 19	-0.283	3.795
ILMN_1658785	TPPP2	tubulin polymerization promoting protein family member 2	-0.357	2.993
ILMN_1658800	BRPF3	bromodomain and PHD finger containing 3	-0.463	5.373
ILMN_1658802	KRTCAP2	keratinocyte associated protein 2	0.229	1.537
ILMN_1658805	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	-0.355	4.413
ILMN_1658806	SLC5A10	solute carrier family 5 member 10	-0.317	2.752
ILMN_1658807	HMOX2	heme oxygenase 2	-0.211	1.513
ILMN_1658809	SEZ6	seizure related 6 homolog	-0.409	3.835
ILMN_1658818	CAMK2D	calcium/calmodulin dependent protein kinase II delta	-0.441	5.475
ILMN_1658821	SAMD1	sterile alpha motif domain containing 1	0.22	1.787
ILMN_1658830	WBP1L	WW domain binding protein 1-like	-0.61	6.703
ILMN_1658834	ZC3H18	zinc finger CCCH-type containing 18	0.217	2.051
ILMN_1658835	CAV2	caveolin 2	-0.54	3.564
ILMN_1658845	HIST1H1A	histone cluster 1, H1a	-0.331	2.861
ILMN_1658858	SP140L	SP140 nuclear body protein like	-0.46	5.28
ILMN_1658864	SPTBN4	spectrin beta, non-erythrocytic 4	-0.346	2.539
ILMN_1658867	EPO	erythropoietin	-0.304	2.553
ILMN_1658884	ATP11B	ATPase phospholipid transporting 11B (putative)	-0.226	1.632
ILMN_1658917	SLC1A1	solute carrier family 1 member 1	-1.419	11.613
ILMN_1658920	MCTP1	multiple C2 and transmembrane domain containing 1	-0.355	2.824
ILMN_1658925	JAG2	jagged 2	-0.306	2.316
ILMN_1658940	DDX25	DEAD-box helicase 25	-0.329	2.805
ILMN_1658951	PTPA	protein phosphatase 2 phosphatase activator	-0.305	2.235
ILMN_1658965	GABBR1	gamma-aminobutyric acid type B receptor subunit 1	-0.306	2.258
ILMN_1658982	ACOX1	acyl-CoA oxidase 1	-0.47	5.119
ILMN_1658986	CREB5	cAMP responsive element binding protein 5	-0.335	2.782
ILMN_1658989	MEX3B	mex-3 RNA binding family member B	-0.327	3.435
ILMN_1658992	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	1.043	8.862
ILMN_1658995	ACOT9	acyl-CoA thioesterase 9	0.645	6.329
ILMN_1659000	XPNPEP3	X-prolyl aminopeptidase 3	-0.246	1.861
ILMN_1659006	CBWD3	COBW domain containing 3	-0.322	2.667
ILMN_1659013	NANOG	Nanog homeobox	-0.317	2.9
ILMN_1659024	TMCC2	transmembrane and coiled-coil domain family 2	-0.425	4.552
ILMN_1659029	DENND6B	DENN domain containing 6B	-0.654	6.284
ILMN_1659054	CHKB	choline kinase beta	-0.634	6.002
ILMN_1659063	OR51G1	olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)	-0.316	2.392
ILMN_1659072	SPP2	secreted phosphoprotein 2	-0.333	2.872
ILMN_1659075	HLA-DOA	major histocompatibility complex, class II, DO alpha	-1.105	7.819
ILMN_1659077	CD40LG	CD40 ligand	-0.561	6.267
ILMN_1659085	WFDC12	WAP four-disulfide core domain 12	-0.338	2.765
ILMN_1659086	NEFL	neurofilament, light polypeptide	-0.498	3.908
ILMN_1659099	ROCK2	Rho associated coiled-coil containing protein kinase 2	-0.516	3.273
ILMN_1659103	PSMA8	proteasome subunit alpha 8	-0.372	3.037
ILMN_1659106	PHLDA3	pleckstrin homology like domain family A member 3	-0.528	2.091
ILMN_1659122	KLF10	Kruppel like factor 10	-0.361	3.79
ILMN_1659127	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	-0.323	2.408
ILMN_1659138	CACNA1F	calcium voltage-gated channel subunit alpha1 F	-0.42	3.728
ILMN_1659142	MDK	midkine (neurite growth-promoting factor 2)	-0.327	2.833
ILMN_1659148	ARL8A	ADP ribosylation factor like GTPase 8A	-0.358	3.121
ILMN_1659150	HCN2	hyperpolarization activated cyclic nucleotide gated potassium channel 2	-0.334	2.422
ILMN_1659156	ANKRD16	ankyrin repeat domain 16	0.621	8.382
ILMN_1659158	SAMD3	sterile alpha motif domain containing 3	-0.383	2.936
ILMN_1659166	SLC6A15	solute carrier family 6 member 15	-0.366	2.825
ILMN_1659197	PDE8B	phosphodiesterase 8B	-0.738	6.81
ILMN_1659199	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	-0.342	2.804
ILMN_1659202	B3GALT1	beta-1,3-galactosyltransferase 1	-0.399	3.303
ILMN_1659206	RARA	retinoic acid receptor alpha	-0.656	6.673
ILMN_1659215	CYP4B1	cytochrome P450 family 4 subfamily B member 1	-0.376	3.739
ILMN_1659227	CD79A	CD79a molecule	-0.837	8.478
ILMN_1659240	MTMR14	myotubularin related protein 14	-0.286	2.813
ILMN_1659244	PHC2	polyhomeotic homolog 2	-0.338	2.631
ILMN_1659255	RP2	retinitis pigmentosa 2 (X-linked recessive)	-0.372	4.431
ILMN_1659257			-0.281	2.18
ILMN_1659270	OTP	orthopedia homeobox	-0.334	2.953
ILMN_1659285	PSMG1	proteasome assembly chaperone 1	1.415	14.755
ILMN_1659290			-0.29	2.567
ILMN_1659297	FZD6	frizzled class receptor 6	0.727	7.273
ILMN_1659306	SVIL	supervillin	-0.378	3.449
ILMN_1659312	PMP22	peripheral myelin protein 22	-0.692	9.42
ILMN_1659316	HEPN1	hepatocellular carcinoma, down-regulated 1	-0.627	6.71
ILMN_1659335	TGIF1	TGFB induced factor homeobox 1	-0.325	2.69
ILMN_1659339	ELP4	elongator acetyltransferase complex subunit 4	0.271	3.989
ILMN_1659343	BOLA2B	bolA family member 2B	0.6	4.305
ILMN_1659350	CASP6	caspase 6	-0.439	4.663
ILMN_1659352	KCNK13	potassium two pore domain channel subfamily K member 13	-0.478	5.806
ILMN_1659354	GH2	growth hormone 2	-0.371	3.208
ILMN_1659359	SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	-0.32	2.718
ILMN_1659364	RFC5	replication factor C subunit 5	1.403	22.4
ILMN_1659371	ADRA2A	adrenoceptor alpha 2A	-0.536	4.507
ILMN_1659372	WDR45	WD repeat domain 45	-0.327	2.666
ILMN_1659378	TFAP2D	transcription factor AP-2 delta	-0.34	2.951
ILMN_1659390	CHAT	choline O-acetyltransferase	-0.312	2.376
ILMN_1659411	POLR2C	RNA polymerase II subunit C	0.352	3.471
ILMN_1659415	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	-0.361	3.047
ILMN_1659444	KIF1B	kinesin family member 1B	-0.415	3.662
ILMN_1659452			-0.252	1.505
ILMN_1659464	FAM71F1	family with sequence similarity 71 member F1	-0.316	2.552
ILMN_1659475	KRTAP4-5	keratin associated protein 4-5	-0.357	2.967
ILMN_1659495	HBS1L	HBS1 like translational GTPase	-0.509	6.204
ILMN_1659515	ARPC2	actin related protein 2/3 complex subunit 2	-0.351	3.889
ILMN_1659517	WDR89	WD repeat domain 89	-0.197	1.407
ILMN_1659522			-0.345	2.756
ILMN_1659523	USP39	ubiquitin specific peptidase 39	0.546	9.41
ILMN_1659524	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	0.736	9.101
ILMN_1659529	SLC15A3	solute carrier family 15 member 3	-0.733	4.482
ILMN_1659537	MED8	mediator complex subunit 8	-0.203	2.584
ILMN_1659539	NXPH4	neurexophilin 4	-0.296	2.191
ILMN_1659541	CRELD1	cysteine rich with EGF like domains 1	-0.316	3.013
ILMN_1659543	EXOC3L1	exocyst complex component 3 like 1	-0.344	3.324
ILMN_1659544	STX3	syntaxin 3	-0.786	5.427
ILMN_1659565	MFAP2	microfibrillar associated protein 2	-0.349	2.841
ILMN_1659572	AR	androgen receptor	-0.371	3.231
ILMN_1659576	FPGS	folylpolyglutamate synthase	-0.313	2.165
ILMN_1659599	AZIN2	antizyme inhibitor 2	-0.666	9.037
ILMN_1659610			-1.36	6.738
ILMN_1659622	GPRC6A	G protein-coupled receptor class C group 6 member A	-0.284	2.038
ILMN_1659645	PRG3	proteoglycan 3, pro eosinophil major basic protein 2	-0.318	2.391
ILMN_1659649	SGCG	sarcoglycan gamma	-0.423	4.162
ILMN_1659651	TOP1MT	topoisomerase (DNA) I, mitochondrial	1.138	10.275
ILMN_1659659	MAGEH1	MAGE family member H1	-0.501	5.826
ILMN_1659660	ACVRL1	activin A receptor like type 1	-1.229	10.526
ILMN_1659678	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit	-0.473	3.045
ILMN_1659682	GALK2	galactokinase 2	0.344	2.549
ILMN_1659725	EXOSC5	exosome component 5	1.572	21.776
ILMN_1659727	CDAN1	codanin 1	0.276	3.259
ILMN_1659733	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1	-0.409	4.246
ILMN_1659744			-0.319	3.072
ILMN_1659763	ERMN	ermin	-0.414	5.884
ILMN_1659769	MRAP	melanocortin 2 receptor accessory protein	-0.328	2.809
ILMN_1659770	KCNJ15	potassium voltage-gated channel subfamily J member 15	-0.325	2.631
ILMN_1659772	CNGA2	cyclic nucleotide gated channel alpha 2	-0.356	2.982
ILMN_1659773	PCDHAC2	protocadherin alpha subfamily C, 2	-0.329	2.768
ILMN_1659777	RUFY1	RUN and FYVE domain containing 1	-0.195	2.69
ILMN_1659781	CSMD3	CUB and Sushi multiple domains 3	-0.4	3.688
ILMN_1659786	TRMT13	tRNA methyltransferase 13 homolog	0.403	3.906
ILMN_1659792	HOXD9	homeobox D9	-0.381	2.727
ILMN_1659800	BCL11A	B-cell CLL/lymphoma 11A	-0.219	1.741
ILMN_1659807	DPY30	dpy-30, histone methyltransferase complex regulatory subunit	0.953	12.658
ILMN_1659823	PCDH1	protocadherin 1	-0.444	4.533
ILMN_1659851			-0.312	2.608
ILMN_1659852	PWWP2B	PWWP domain containing 2B	-0.339	3.04
ILMN_1659856	FAM167B	family with sequence similarity 167 member B	-0.236	1.644
ILMN_1659857	SNAP29	synaptosome associated protein 29	-0.507	5.932
ILMN_1659864	RAD51	RAD51 recombinase	0.503	5.027
ILMN_1659885	ACSS3	acyl-CoA synthetase short-chain family member 3	-0.359	3.842
ILMN_1659893	DEC1	deleted in esophageal cancer 1	-0.361	2.858
ILMN_1659894			-0.308	2.8
ILMN_1659895	MSN	moesin	-0.4	2.222
ILMN_1659913	ISG20	interferon stimulated exonuclease gene 20	-0.786	3.513
ILMN_1659914	AK8	adenylate kinase 8	-0.289	2.477
ILMN_1659926	ST7L	suppression of tumorigenicity 7 like	0.206	1.436
ILMN_1659937	ZBTB24	zinc finger and BTB domain containing 24	0.181	1.772
ILMN_1659947	FGA	fibrinogen alpha chain	-0.328	2.802
ILMN_1659950	APC2	APC2, WNT signaling pathway regulator	-0.313	2.817
ILMN_1659955			-0.325	2.923
ILMN_1659975	C1orf216	chromosome 1 open reading frame 216	-0.456	4.243
ILMN_1659976	CLP1	cleavage and polyadenylation factor I subunit 1	0.335	6.172
ILMN_1659982	GPR152	G protein-coupled receptor 152	-0.363	2.888
ILMN_1659984	MEP1A	meprin A subunit alpha	-2.923	9.307
ILMN_1659985	RSPH9	radial spoke head 9 homolog	-0.415	4.251
ILMN_1659988	CTNS	cystinosin, lysosomal cystine transporter	-0.354	2.903
ILMN_1659990	HILPDA	hypoxia inducible lipid droplet associated	1.746	16.751
ILMN_1659991	SLC34A1	solute carrier family 34 member 1	-0.319	2.683
ILMN_1660000	SNRPN	small nuclear ribonucleoprotein polypeptide N	-0.932	6.969
ILMN_1660017	PRR5	proline rich 5	-0.292	2.548
ILMN_1660021	PLIN3	perilipin 3	-0.737	6.593
ILMN_1660027	FCGR2B	Fc fragment of IgG receptor IIb	-0.651	7.351
