ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1673270	3.98e-04	1.11e-04	4.120128	0.404836	0.3802221	NA		
ILMN_1695985	3.98e-04	1.11e-04	-4.119967	0.404306	-0.7600643	669250888	OAZ2	ornithine decarboxylase antizyme 2
ILMN_1692527	4.00e-04	1.12e-04	-4.118672	0.400057	-0.3784736	51873046	GRK4	G protein-coupled receptor kinase 4
ILMN_1743646	4.00e-04	1.12e-04	-4.118013	0.397892	-0.4815863	NA		
ILMN_1651316	4.01e-04	1.12e-04	-4.11778	0.397128	-0.6694884	221554485	CD69	CD69 molecule
ILMN_1699266	4.01e-04	1.12e-04	-4.11715	0.395061	-0.3294385	527122106	NR2E3	nuclear receptor subfamily 2 group E member 3
ILMN_1670305	4.03e-04	1.13e-04	-4.115802	0.390636	-0.8734485	73858569	SERPING1	serpin family G member 1
ILMN_1682326	4.03e-04	1.13e-04	-4.115586	0.389927	-1.5453559	48762917	PCP4	Purkinje cell protein 4
ILMN_1661971	4.03e-04	1.13e-04	-4.115535	0.389759	-0.3823539	55770896	ARHGAP25	Rho GTPase activating protein 25
ILMN_1699772	4.04e-04	1.13e-04	-4.114735	0.387135	-0.5850937	215276977	RRAGD	Ras related GTP binding D
ILMN_1774427	4.05e-04	1.13e-04	-4.114599	0.386689	-0.3268593	219521891	CALCOCO1	calcium binding and coiled-coil domain 1
ILMN_1749341	4.05e-04	1.13e-04	-4.114584	0.386641	-0.4139002	224282131	ANKRD30BL	ankyrin repeat domain 30B-like
ILMN_1771233	4.06e-04	1.13e-04	-4.113744	0.383884	-0.5112132	260898772	CHMP4B	charged multivesicular body protein 4B
ILMN_1719199	4.06e-04	1.14e-04	4.113482	0.383025	0.3279085	238550200	TULP3	tubby like protein 3
ILMN_1808107	4.07e-04	1.14e-04	-4.11283	0.380886	-0.3450403	5902003	MMP23B	matrix metallopeptidase 23B
ILMN_1768197	4.07e-04	1.14e-04	4.112742	0.380597	0.4409191	349732177	PTBP3	polypyrimidine tract binding protein 3
ILMN_1752915	4.07e-04	1.14e-04	-4.112653	0.380305	-0.3825301	31795542	GMFB	glia maturation factor beta
ILMN_1763002	4.08e-04	1.14e-04	-4.111994	0.378145	-0.4281613	550544210	PDXDC1	pyridoxal dependent decarboxylase domain containing 1
ILMN_1815225	4.08e-04	1.14e-04	4.111676	0.377103	0.5568044	119943092	GYG2	glycogenin 2
ILMN_1796451	4.09e-04	1.15e-04	-4.110906	0.374577	-0.3560785	22748706	SPIC	Spi-C transcription factor
ILMN_1670692	4.13e-04	1.16e-04	-4.108189	0.365668	-0.4072431	223029437	LPAR4	lysophosphatidic acid receptor 4
ILMN_1752145	4.14e-04	1.16e-04	-4.107464	0.363293	-0.3431831	94818900	ERAP1	endoplasmic reticulum aminopeptidase 1
ILMN_1698732	4.15e-04	1.16e-04	-4.10661	0.360496	-0.9595779	93102360	PALLD	palladin, cytoskeletal associated protein
ILMN_1678882	4.16e-04	1.17e-04	-4.105724	0.357592	-0.4061514	134304832	KIR2DL2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2
ILMN_1791889	4.16e-04	1.17e-04	-4.10563	0.357283	-0.3631013	322812179	C6orf25	chromosome 6 open reading frame 25
ILMN_1730028	4.16e-04	1.17e-04	-4.105488	0.356816	-0.4107285	1015210248	MFSD9	major facilitator superfamily domain containing 9
ILMN_1797988	4.17e-04	1.17e-04	-4.104783	0.354509	-0.3945677	167614493	KLRD1	killer cell lectin like receptor D1
ILMN_1773940	4.18e-04	1.17e-04	-4.104296	0.352914	-0.4125138	NA		
ILMN_1802457	4.19e-04	1.18e-04	-4.103228	0.349414	-0.3715522	402794178	MAX	MYC associated factor X
ILMN_1763568	4.19e-04	1.18e-04	4.103193	0.349298	0.4340188	568215589	ZDHHC16	zinc finger DHHC-type containing 16
ILMN_1671316	4.20e-04	1.18e-04	-4.102985	0.348619	-0.5627521	168480146	JAG1	jagged 1
ILMN_1747281	4.21e-04	1.18e-04	-4.101799	0.344732	-0.4543791	574957072	EVI5L	ecotropic viral integration site 5 like
ILMN_1721629	4.22e-04	1.18e-04	-4.101346	0.343252	-0.3260113	NA		
ILMN_1685472	4.23e-04	1.19e-04	-4.100493	0.340457	-0.3844441	156139146	LRRTM4	leucine rich repeat transmembrane neuronal 4
ILMN_1721769	4.24e-04	1.19e-04	-4.100132	0.339274	-0.4056769	51873052	FBLN2	fibulin 2
ILMN_1776850	4.24e-04	1.19e-04	-4.100038	0.338967	-0.4123165	NA		
ILMN_1783170	4.26e-04	1.20e-04	-4.098362	0.333482	-0.3771613	38201658	ING3	inhibitor of growth family member 3
ILMN_1687260	4.26e-04	1.20e-04	-4.098316	0.333331	-0.36797	325974494	C1QTNF3	C1q and tumor necrosis factor related protein 3
ILMN_1685078	4.26e-04	1.20e-04	-4.098219	0.333013	-0.7782344	318037587	SERPINF1	serpin family F member 1
ILMN_1724863	4.27e-04	1.20e-04	-4.097255	0.329858	-0.517275	371875636	TICAM1	toll like receptor adaptor molecule 1
ILMN_1807972	4.29e-04	1.20e-04	-4.096216	0.326458	-0.510414	205360946	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1
ILMN_1682428	4.29e-04	1.21e-04	4.095786	0.325052	0.8725768	156564364	HENMT1	HEN1 methyltransferase homolog 1
ILMN_1771728	4.33e-04	1.22e-04	-4.09337	0.317146	-0.3950725	115511034	PXMP4	peroxisomal membrane protein 4
ILMN_1687568	4.33e-04	1.22e-04	-4.093333	0.317025	-0.3778897	NA		
ILMN_1688452	4.33e-04	1.22e-04	-4.09323	0.316687	-0.3599256	74048433	LCMT1	leucine carboxyl methyltransferase 1
ILMN_1808850	4.34e-04	1.22e-04	-4.092703	0.314966	-0.3577352	568397034	DAB2IP	DAB2 interacting protein
ILMN_1764619	4.34e-04	1.22e-04	4.092457	0.31416	0.3976095	NA		
ILMN_1711662	4.34e-04	1.22e-04	-4.092372	0.313882	-0.4202208	1027250557	ZP4	zona pellucida glycoprotein 4
ILMN_1692276	4.35e-04	1.22e-04	4.091516	0.311082	0.3684583	83700219	GGPS1	geranylgeranyl diphosphate synthase 1
ILMN_1776552	4.35e-04	1.22e-04	4.091346	0.310529	0.2965735	742670571	FUBP1	far upstream element binding protein 1
ILMN_1789405	4.36e-04	1.23e-04	-4.091203	0.31006	-0.371201	1015576769	TANGO2	transport and golgi organization 2 homolog
ILMN_1696485	4.37e-04	1.23e-04	4.089984	0.306074	0.4484968	55956918	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
ILMN_1702199	4.37e-04	1.23e-04	-4.089978	0.306054	-0.4288776	356582302	FAM19A1	family with sequence similarity 19 member A1, C-C motif chemokine like
ILMN_1773200	4.38e-04	1.23e-04	4.0892	0.303512	0.3236801	1021312119	CCP110	centriolar coiled-coil protein 110
ILMN_1740737	4.39e-04	1.24e-04	4.088857	0.302389	0.3329163	732170460	DCPS	decapping enzyme, scavenger
ILMN_1694730	4.40e-04	1.24e-04	-4.088	0.299588	-0.4084918	318065088	RNPEPL1	arginyl aminopeptidase like 1
ILMN_1691487	4.41e-04	1.24e-04	4.087321	0.29737	0.3248718	42544228	TRAF2	TNF receptor associated factor 2
ILMN_1796464	4.41e-04	1.24e-04	-4.087216	0.297026	-0.3168615	71164896	WDR37	WD repeat domain 37
ILMN_1767542	4.42e-04	1.25e-04	4.086473	0.294598	0.4409063	312922350	THAP10	THAP domain containing 10
ILMN_1774982	4.42e-04	1.25e-04	-4.086319	0.294094	-0.8950055	528319756	CDC42EP5	CDC42 effector protein 5
ILMN_1805449	4.42e-04	1.25e-04	-4.086296	0.29402	-0.4781135	157739929	TAPBPL	TAP binding protein like
ILMN_1713124	4.42e-04	1.25e-04	-4.086082	0.293322	-1.1656496	359806986	AKR1C3	aldo-keto reductase family 1, member C3
ILMN_1746763	4.43e-04	1.25e-04	-4.085954	0.292902	-0.3886481	308818202	ECM2	extracellular matrix protein 2
ILMN_1699331	4.43e-04	1.25e-04	-4.085903	0.292736	-0.3953606	400286377	IFIT1	interferon induced protein with tetratricopeptide repeats 1
ILMN_1723494	4.43e-04	1.25e-04	-4.085404	0.291104	-0.3229301	300797663	SIRT2	sirtuin 2
ILMN_1746408	4.43e-04	1.25e-04	-4.085397	0.291083	-0.5584835	58761507	MIDN	midnolin
ILMN_1652819	4.44e-04	1.25e-04	-4.084734	0.288918	-0.3642523	260763983	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)
ILMN_1700042	4.44e-04	1.25e-04	-4.084656	0.288661	-0.4466258	156938342	TLN2	talin 2
ILMN_1688722	4.44e-04	1.25e-04	4.084405	0.28784	0.6838283	26787976	IL13RA2	interleukin 13 receptor subunit alpha 2
ILMN_1740742	4.44e-04	1.25e-04	-4.084347	0.287653	-0.3471351	302393547	UROD	uroporphyrinogen decarboxylase
ILMN_1796438	4.44e-04	1.25e-04	4.08431	0.287531	0.3525677	221307479	NENF	neudesin neurotrophic factor
ILMN_1794879	4.45e-04	1.26e-04	-4.083799	0.285861	-0.407089	154759250	KRTAP10-9	keratin associated protein 10-9
ILMN_1770788	4.45e-04	1.26e-04	-4.083709	0.285569	-0.3296057	803378401	TCEAL4	transcription elongation factor A like 4
ILMN_1662927	4.45e-04	1.26e-04	4.083594	0.285192	0.6313386	148536831	AP1S1	adaptor related protein complex 1 sigma 1 subunit
ILMN_1663897	4.45e-04	1.26e-04	-4.083591	0.285182	-0.33127	NA		
ILMN_1707734	4.46e-04	1.26e-04	-4.082819	0.28266	-0.4333225	1017029506	NNAT	neuronatin
ILMN_1696870	4.47e-04	1.26e-04	4.082383	0.281238	0.3685896	567316083	TGFBRAP1	transforming growth factor beta receptor associated protein 1
ILMN_1787477	4.47e-04	1.26e-04	4.08237	0.281193	0.3740279	1015139377	CENPO	centromere protein O
ILMN_1703226	4.48e-04	1.27e-04	4.081338	0.277825	0.2649954	49472811	KTI12	KTI12 chromatin associated homolog
ILMN_1678833	4.49e-04	1.27e-04	-4.080839	0.276195	-0.4038327	53759124	CCR1	C-C motif chemokine receptor 1
ILMN_1702320	4.50e-04	1.27e-04	-4.080214	0.274154	-0.3875016	400974225	JAKMIP2	janus kinase and microtubule interacting protein 2
ILMN_1688205	4.51e-04	1.27e-04	4.07959	0.272117	0.8379463	117422432	KLK10	kallikrein related peptidase 10
ILMN_1675978	4.52e-04	1.28e-04	-4.078519	0.268623	-0.3682225	733216291	ITGA10	integrin subunit alpha 10
ILMN_1731775	4.53e-04	1.28e-04	4.078429	0.268329	0.3313672	208022644	PAIP1	poly(A) binding protein interacting protein 1
ILMN_1697433	4.54e-04	1.29e-04	-4.077197	0.264306	-0.4222465	5729795	CYP46A1	cytochrome P450 family 46 subfamily A member 1
ILMN_1691848	4.54e-04	1.29e-04	-4.077158	0.264179	-0.4043127	167466285	LIX1	limb and CNS expressed 1
ILMN_1781742	4.55e-04	1.29e-04	-4.076928	0.26343	-0.402287	283837789	FAM133A	family with sequence similarity 133 member A
ILMN_1782043	4.55e-04	1.29e-04	-4.076783	0.262956	-0.3619312	NA		
ILMN_1757085	4.55e-04	1.29e-04	-4.076666	0.262575	-0.3531342	557440897	NUMA1	nuclear mitotic apparatus protein 1
ILMN_1696956	4.55e-04	1.29e-04	-4.07658	0.262294	-0.4553421	808154248	ARID3B	AT-rich interaction domain 3B
ILMN_1743100	4.56e-04	1.29e-04	-4.07602	0.260465	-0.3817904	23238193	TNFRSF18	TNF receptor superfamily member 18
ILMN_1769634	4.56e-04	1.29e-04	4.075783	0.259694	0.5086575	401871064	STRA13	stimulated by retinoic acid 13
ILMN_1740587	4.56e-04	1.29e-04	4.075551	0.258935	0.2587153	395132454	RPS11	ribosomal protein S11
ILMN_1767992	4.57e-04	1.29e-04	-4.075294	0.258099	-0.3331338	110224457	SLC12A6	solute carrier family 12 member 6
ILMN_1713680	4.57e-04	1.30e-04	-4.074889	0.256775	-0.7570716	1018443270	SFXN1	sideroflexin 1
ILMN_1719906	4.59e-04	1.30e-04	-4.073453	0.252092	-0.5497619	296179428	HADH	hydroxyacyl-CoA dehydrogenase
ILMN_1678140	4.60e-04	1.30e-04	4.073241	0.251401	0.3206628	300795959	TTC4	tetratricopeptide repeat domain 4
ILMN_1736412	4.61e-04	1.31e-04	-4.072134	0.24779	-0.3881816	257743468	AMHR2	anti-Mullerian hormone receptor type 2
ILMN_1651259	4.61e-04	1.31e-04	-4.072125	0.24776	-0.373902	48255967	UGP2	UDP-glucose pyrophosphorylase 2
ILMN_1673113	4.61e-04	1.31e-04	-4.072106	0.247701	-0.9524506	1041818020	F2RL1	F2R like trypsin receptor 1
ILMN_1774784	4.61e-04	1.31e-04	-4.071959	0.24722	-0.2984411	389886554	UBOX5	U-box domain containing 5
ILMN_1663749	4.62e-04	1.31e-04	-4.07122	0.244809	-0.4242713	NA		
ILMN_1651238	4.62e-04	1.31e-04	-4.071217	0.244802	-0.3733608	117306162	TRPV1	transient receptor potential cation channel subfamily V member 1
ILMN_1685097	4.62e-04	1.31e-04	4.071189	0.244709	0.3412424	NA		
ILMN_1711853	4.62e-04	1.31e-04	4.071087	0.244375	0.3141304	119220574	MED24	mediator complex subunit 24
ILMN_1794672	4.63e-04	1.31e-04	-4.070804	0.243455	-0.3838114	215490131	C9orf47	chromosome 9 open reading frame 47
ILMN_1726391	4.63e-04	1.32e-04	4.07031	0.241844	0.6063345	110618246	MRPL39	mitochondrial ribosomal protein L39
ILMN_1655612	4.66e-04	1.32e-04	-4.068956	0.237429	-0.4050439	558472794	ARRDC2	arrestin domain containing 2
ILMN_1812567	4.66e-04	1.32e-04	4.068803	0.236932	0.3817595	94721348	ICA1	islet cell autoantigen 1
ILMN_1756455	4.66e-04	1.32e-04	-4.068448	0.235774	-0.3909084	195976790	IL5RA	interleukin 5 receptor subunit alpha
ILMN_1740960	4.66e-04	1.32e-04	4.06831	0.235323	0.6899292	212549697	MACROD1	MACRO domain containing 1
ILMN_1813256	4.70e-04	1.34e-04	4.065876	0.227392	0.3265613	564730677	CRIPT	CXXC repeat containing interactor of PDZ3 domain
ILMN_1667641	4.70e-04	1.34e-04	-4.065627	0.22658	-0.3228781	631790824	ACACA	acetyl-CoA carboxylase alpha
ILMN_1809552	4.71e-04	1.34e-04	-4.065463	0.226047	-0.3566808	55749423	TCEAL1	transcription elongation factor A like 1
ILMN_1683377	4.71e-04	1.34e-04	-4.065423	0.225915	-0.3970924	544709854	MDH1B	malate dehydrogenase 1B
ILMN_1775901	4.71e-04	1.34e-04	4.065067	0.224755	0.3748533	55925655	PHF5A	PHD finger protein 5A
ILMN_1763200	4.71e-04	1.34e-04	-4.064869	0.224111	-0.3261275	197304766	DZIP3	DAZ interacting zinc finger protein 3
ILMN_1681537	4.71e-04	1.34e-04	-4.064838	0.224011	-0.3562393	342307081	INPP5F	inositol polyphosphate-5-phosphatase F
ILMN_1784756	4.71e-04	1.34e-04	-4.064821	0.223955	-0.3632788	75709215	ACOT7	acyl-CoA thioesterase 7
ILMN_1695130	4.72e-04	1.34e-04	-4.064582	0.223177	-0.314346	746816107	DNASE1L1	deoxyribonuclease 1 like 1
ILMN_1732535	4.73e-04	1.34e-04	-4.063942	0.221091	-0.3497477	572876398	TTC7A	tetratricopeptide repeat domain 7A
ILMN_1659255	4.73e-04	1.35e-04	-4.063689	0.220267	-0.3378508	170016080	RP2	retinitis pigmentosa 2 (X-linked recessive)
ILMN_1719069	4.73e-04	1.35e-04	-4.063413	0.21937	-0.3984199	166795279	FOXN4	forkhead box N4
ILMN_1731442	4.74e-04	1.35e-04	4.06308	0.218286	0.3559025	258645170	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide
ILMN_1657509	4.74e-04	1.35e-04	4.063064	0.218232	0.4365667	108389175	TSEN54	tRNA splicing endonuclease subunit 54
ILMN_1665065	4.74e-04	1.35e-04	-4.062795	0.217357	-0.3149101	1016470333	SERINC3	serine incorporator 3
ILMN_1755582	4.74e-04	1.35e-04	-4.062774	0.217288	-0.789779	532164723	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor
ILMN_1656136	4.76e-04	1.36e-04	4.061571	0.213369	0.4907967	982742423	STAU1	staufen double-stranded RNA binding protein 1
ILMN_1733947	4.76e-04	1.36e-04	-4.061381	0.212753	-0.3632737	817478195	FKBP8	FK506 binding protein 8
ILMN_1730307	4.76e-04	1.36e-04	-4.061337	0.212607	-0.3810968	38146093	MED16	mediator complex subunit 16
ILMN_1662843	4.76e-04	1.36e-04	-4.061157	0.212022	-0.6281548	91106726	CD53	CD53 molecule
ILMN_1680624	4.77e-04	1.36e-04	4.060606	0.210229	0.4216509	53759126	CREG1	cellular repressor of E1A stimulated genes 1
ILMN_1655216	4.77e-04	1.36e-04	-4.060592	0.210184	-0.3221667	324072752	KCNV2	potassium voltage-gated channel modifier subfamily V member 2
ILMN_1688095	4.77e-04	1.36e-04	-4.06054	0.210014	-0.4575472	62198231	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase
ILMN_1812700	4.79e-04	1.37e-04	-4.059292	0.205953	-0.4294505	194097334	LIPC	lipase C, hepatic type
ILMN_1702363	4.79e-04	1.37e-04	4.059211	0.205688	1.2369318	189571635	SULF1	sulfatase 1
ILMN_1740441	4.80e-04	1.37e-04	-4.058491	0.203344	-0.3727492	284448549	CYB5R3	cytochrome b5 reductase 3
ILMN_1684168	4.80e-04	1.37e-04	-4.058305	0.202737	-0.3854931	NA		
ILMN_1711871	4.81e-04	1.37e-04	-4.05767	0.200672	-0.3308121	NA		
ILMN_1756784	4.82e-04	1.37e-04	-4.057541	0.200252	-1.0920417	192447421	NCS1	neuronal calcium sensor 1
ILMN_1728385	4.82e-04	1.37e-04	4.057458	0.199983	0.3444879	323510694	SRP19	signal recognition particle 19
ILMN_1772780	4.83e-04	1.38e-04	-4.056742	0.197654	-0.3756027	555943885	TCP11L2	t-complex 11 like 2
ILMN_1720572	4.83e-04	1.38e-04	-4.056541	0.196998	-0.4211343	146231983	CTNND1	catenin delta 1
ILMN_1666493	4.83e-04	1.38e-04	-4.056428	0.196632	-0.4005663	156104885	CCR10	C-C motif chemokine receptor 10
ILMN_1709026	4.84e-04	1.38e-04	-4.055678	0.194192	-0.3151856	189217410	PXDC1	PX domain containing 1
ILMN_1683589	4.85e-04	1.39e-04	-4.054992	0.191959	-0.3612282	NA		
ILMN_1762735	4.85e-04	1.39e-04	-4.054889	0.191626	-0.3711476	260763992	EVC2	EvC ciliary complex subunit 2
ILMN_1766319	4.86e-04	1.39e-04	4.054572	0.190592	0.5327983	239787749	SH2D2A	SH2 domain containing 2A
ILMN_1784264	4.86e-04	1.39e-04	-4.054298	0.189702	-0.4280875	211938415	TNFSF13	tumor necrosis factor superfamily member 13
ILMN_1677559	4.88e-04	1.40e-04	-4.053061	0.185679	-0.4354568	236460049	CELA3A	chymotrypsin like elastase family member 3A
ILMN_1656364	4.89e-04	1.40e-04	-4.052779	0.184762	-0.3819567	320461688	ASB12	ankyrin repeat and SOCS box containing 12
ILMN_1686920	4.89e-04	1.40e-04	4.052563	0.184059	0.9617689	815930040	CCDC58	coiled-coil domain containing 58
ILMN_1685948	4.89e-04	1.40e-04	-4.052478	0.183783	-0.3315149	NA		
ILMN_1657283	4.91e-04	1.41e-04	-4.05094	0.178783	-0.3525218	148539641	ALKBH5	alkB homolog 5, RNA demethylase
ILMN_1762284	4.92e-04	1.41e-04	-4.050328	0.176794	-0.3817491	189409121	ASPRV1	aspartic peptidase, retroviral-like 1
ILMN_1652389	4.93e-04	1.41e-04	-4.050005	0.175744	-0.7737763	110227593	CALML4	calmodulin like 4
ILMN_1702430	4.93e-04	1.41e-04	-4.049804	0.175088	-0.3357947	30581118	SOX30	SRY-box 30
ILMN_1691237	4.93e-04	1.41e-04	-4.049766	0.174966	-1.0937064	41327719	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)
ILMN_1656504	4.96e-04	1.42e-04	-4.047925	0.168982	-0.3424865	594140531	ZNF304	zinc finger protein 304
ILMN_1811973	4.96e-04	1.42e-04	-4.047855	0.168756	-0.3924016	284807153	PPARD	peroxisome proliferator activated receptor delta
ILMN_1791545	4.97e-04	1.42e-04	4.047419	0.167339	0.9875923	539847577	KRT23	keratin 23
ILMN_1706005	4.97e-04	1.42e-04	-4.047184	0.166574	-0.263206	385251402	GALT	galactose-1-phosphate uridylyltransferase
ILMN_1656218	4.97e-04	1.42e-04	-4.047103	0.166313	-0.4086007	NA		
ILMN_1749493	4.97e-04	1.42e-04	-4.04698	0.165912	-0.3976692	334358904	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
ILMN_1765704	4.97e-04	1.43e-04	-4.046804	0.165341	-0.354223	NA		
ILMN_1737642	4.98e-04	1.43e-04	-4.046473	0.164265	-0.3493537	296011042	HCCS	holocytochrome c synthase
ILMN_1706186	4.99e-04	1.43e-04	-4.045849	0.162237	-0.3859717	345842326	PIANP	PILR alpha associated neural protein
ILMN_1696339	4.99e-04	1.43e-04	4.045778	0.162006	1.1458574	325053696	ZIC2	Zic family member 2
ILMN_1685174	5.00e-04	1.43e-04	-4.045352	0.160622	-0.3997328	54607079	CPB1	carboxypeptidase B1
ILMN_1692553	5.00e-04	1.43e-04	-4.045342	0.16059	-0.3586168	145580603	TMEM65	transmembrane protein 65
ILMN_1766797	5.00e-04	1.43e-04	-4.045154	0.159979	-0.3133612	4826664	CCS	copper chaperone for superoxide dismutase
ILMN_1652137	5.00e-04	1.44e-04	-4.044707	0.158528	-0.3748829	523704346	NPY4R	neuropeptide Y receptor Y4
ILMN_1692674	5.02e-04	1.44e-04	4.04384	0.155712	0.9540594	336455038	NKD1	naked cuticle homolog 1
ILMN_1757497	5.02e-04	1.44e-04	4.043655	0.15511	0.9069623	194688129	VGF	VGF nerve growth factor inducible
ILMN_1668408	5.03e-04	1.44e-04	4.04281	0.152368	0.4894218	296923790	AIFM1	apoptosis inducing factor, mitochondria associated 1
ILMN_1757137	5.04e-04	1.45e-04	-4.042671	0.151917	-0.358932	NA		
ILMN_1752455	5.05e-04	1.45e-04	-4.041601	0.148443	-0.5009856	1018191526	DOCK5	dedicator of cytokinesis 5
ILMN_1670028	5.06e-04	1.45e-04	-4.041438	0.147913	-0.5451248	22027649	LPIN2	lipin 2
ILMN_1794744	5.06e-04	1.45e-04	-4.041421	0.147857	-0.4257474	164519060	FAM131B	family with sequence similarity 131 member B
ILMN_1682583	5.08e-04	1.46e-04	-4.039788	0.142556	-0.3896281	59710095	GRIK1	glutamate ionotropic receptor kainate type subunit 1
ILMN_1727878	5.08e-04	1.46e-04	-4.039761	0.142468	-0.3718054	510025465	FPGT	fucose-1-phosphate guanylyltransferase
ILMN_1671326	5.08e-04	1.46e-04	-4.039624	0.142024	-0.26968	953480248	AGO1	argonaute 1, RISC catalytic component
ILMN_1705922	5.09e-04	1.46e-04	4.039296	0.140958	0.5964244	222080098	BAIAP2	BAI1 associated protein 2
ILMN_1697620	5.09e-04	1.46e-04	-4.039221	0.140715	-0.3509871	393290855	KCNJ4	potassium voltage-gated channel subfamily J member 4
ILMN_1772689	5.09e-04	1.46e-04	-4.038886	0.139629	-0.3988794	NA		
ILMN_1788531	5.09e-04	1.46e-04	-4.038868	0.13957	-0.3887361	40068036	SIT1	signaling threshold regulating transmembrane adaptor 1
ILMN_1789074	5.09e-04	1.46e-04	-4.038834	0.139459	-0.7155346	194248071	HSPA1A	heat shock protein family A (Hsp70) member 1A
ILMN_1715131	5.09e-04	1.47e-04	-4.0387	0.139026	-0.9416484	299473754	CCR7	C-C motif chemokine receptor 7
ILMN_1684585	5.10e-04	1.47e-04	4.038633	0.138807	0.599117	557878734	ACSL1	acyl-CoA synthetase long-chain family member 1
ILMN_1692177	5.10e-04	1.47e-04	-4.038178	0.13733	-1.0538763	345090982	TSC22D1	TSC22 domain family member 1
ILMN_1733036	5.11e-04	1.47e-04	-4.03747	0.135033	-0.3440763	NA		
ILMN_1791346	5.13e-04	1.47e-04	-4.03672	0.132602	-0.4012456	NA		
ILMN_1700546	5.14e-04	1.48e-04	-4.036074	0.130506	-0.6237773	195539341	ELOVL6	ELOVL fatty acid elongase 6
ILMN_1659515	5.15e-04	1.48e-04	-4.035251	0.127834	-0.3471804	460838702	ARPC2	actin related protein 2/3 complex subunit 2
ILMN_1804255	5.16e-04	1.48e-04	-4.03482	0.126438	-0.3871259	110349783	ADRB1	adrenoceptor beta 1
ILMN_1744034	5.16e-04	1.49e-04	-4.034602	0.12573	-0.3654529	9506746	GPR27	G protein-coupled receptor 27
ILMN_1799628	5.17e-04	1.49e-04	-4.033895	0.123436	-0.318926	614884992	NBR1	NBR1, autophagy cargo receptor
ILMN_1707798	5.18e-04	1.49e-04	-4.033431	0.121932	-0.3097314	1018443361	KALRN	kalirin, RhoGEF kinase
ILMN_1800187	5.20e-04	1.50e-04	-4.032148	0.117774	-0.3681242	109148505	MSR1	macrophage scavenger receptor 1
ILMN_1760315	5.20e-04	1.50e-04	-4.031996	0.117279	-0.4745186	114431243	VWCE	von Willebrand factor C and EGF domains
ILMN_1676588	5.20e-04	1.50e-04	4.031938	0.117092	0.35535	56119170	CEPT1	choline/ethanolamine phosphotransferase 1
ILMN_1794560	5.21e-04	1.50e-04	-4.031613	0.116038	-0.2889294	568815618	EMC6	ER membrane protein complex subunit 6
ILMN_1761247	5.21e-04	1.50e-04	4.031547	0.115823	0.4764153	323363013	PIR	pirin
ILMN_1772686	5.21e-04	1.50e-04	-4.03151	0.115705	-0.6806319	134133264	FGD3	FYVE, RhoGEF and PH domain containing 3
ILMN_1655161	5.21e-04	1.50e-04	-4.031327	0.115109	-0.3938853	666637970	MORN1	MORN repeat containing 1
ILMN_1764714	5.22e-04	1.51e-04	-4.030737	0.113199	-0.3511994	291219910	ANGPTL8	angiopoietin like 8
ILMN_1701689	5.24e-04	1.51e-04	4.029571	0.10942	0.5206443	313569765	RPL17	ribosomal protein L17
ILMN_1804248	5.24e-04	1.51e-04	4.02943	0.108963	0.5048113	209571580	FDPS	farnesyl diphosphate synthase
ILMN_1773042	5.25e-04	1.51e-04	-4.028822	0.106991	-0.4033548	194473699	ARHGEF26	Rho guanine nucleotide exchange factor 26
ILMN_1667356	5.26e-04	1.52e-04	-4.028041	0.104462	-0.2873712	301500679	PPP1R21	protein phosphatase 1 regulatory subunit 21
ILMN_1707267	5.27e-04	1.52e-04	-4.027932	0.104107	-0.3621975	54792101	ERBB3	erb-b2 receptor tyrosine kinase 3
ILMN_1796572	5.27e-04	1.52e-04	-4.027578	0.10296	-0.3908366	NA		
ILMN_1770248	5.27e-04	1.52e-04	-4.027504	0.102722	-0.3909187	311771773	PDLIM2	PDZ and LIM domain 2
ILMN_1743097	5.27e-04	1.52e-04	4.027441	0.102518	0.4430954	573014813	XRCC6	X-ray repair cross complementing 6
ILMN_1689288	5.27e-04	1.52e-04	-4.027254	0.101911	-0.3611449	42544230	LRRN2	leucine rich repeat neuronal 2
ILMN_1657949	5.29e-04	1.53e-04	4.026443	0.099283	0.4313983	100913214	RHEB	Ras homolog enriched in brain
ILMN_1701783	5.29e-04	1.53e-04	-4.026393	0.099121	-0.3768169	1015809739	DCT	dopachrome tautomerase
ILMN_1724265	5.29e-04	1.53e-04	-4.026198	0.09849	-0.3825534	NA		
ILMN_1700081	5.30e-04	1.53e-04	-4.025856	0.097382	-0.7066321	331999952	FST	follistatin
ILMN_1683375	5.30e-04	1.53e-04	-4.02573	0.096974	-0.3171067	309747065	MCL1	BCL2 family apoptosis regulator
ILMN_1810707	5.30e-04	1.53e-04	-4.025673	0.096791	-0.8441907	565324147	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
