"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"769","ILMN_1657796",1.34172795313333,0.175267899766667,12.3431724912832,6.24196246038832e-19,4.26066754526937e-17,32.7139239197888,"STMN1","stathmin 1"
"6172","ILMN_1709294",1.34986148806667,0.0791793658333333,12.3333587442384,6.47909338014096e-19,4.40896342162721e-17,32.6768791478929,"CDCA8","cell division cycle associated 8"
"7317","ILMN_1721128",1.7771424,0.285600534666667,12.3311410664238,6.53392602507117e-19,4.43267935596877e-17,32.6685062262731,"TOMM34","translocase of outer mitochondrial membrane 34"
"366","ILMN_1654268",1.47368269506667,0.0467535855,12.309396832969,7.09698742296555e-19,4.78539723377106e-17,32.5863775554774,"HMGB2","high mobility group box 2"
"3691","ILMN_1684357",-1.05383093703333,-0.183106453816667,-12.3097470944766,7.08754047366063e-19,4.78539723377106e-17,32.5877009722761,NA,NA
"12211","ILMN_1773814",-1.14225976476667,0.06573766315,-12.3082746671193,7.12733910764766e-19,4.7912997201229e-17,32.5821374970777,"MUSTN1","musculoskeletal, embryonic nuclear protein 1"
"12212","ILMN_1773814",-1.14225976476667,0.06573766315,-12.3082746671193,7.12733910764766e-19,4.7912997201229e-17,32.5821374970777,"STIMATE-MUSTN1","STIMATE-MUSTN1 readthrough"
"14284","ILMN_1797342",-1.77833079733333,-0.0609374696666667,-12.3011172936245,7.32403205844717e-19,4.90865036811456e-17,32.555089953121,"FNBP1","formin binding protein 1"
"8283","ILMN_1730809",1.51265517886667,0.112784903166667,12.2930238730299,7.55305323731949e-19,5.04689557279203e-17,32.524497411956,"SLC29A2","solute carrier family 29 member 2"
"12396","ILMN_1775814",-1.90820946713333,-0.1581254115,-12.2896963808313,7.64929466870481e-19,5.08059739313016e-17,32.5119173644453,"GHR","growth hormone receptor"
"15328","ILMN_1809636",-3.17846312533333,-0.337420116,-12.2901212402467,7.63693786506525e-19,5.08059739313016e-17,32.5135236814717,"AKAP19","A-kinase anchoring protein 19"
"13231","ILMN_1785330",1.37042118196667,-0.0801183793833333,12.2838275186644,7.82206494279263e-19,5.17984145346005e-17,32.4897259507043,"SH3BP4","SH3 domain binding protein 4"
"5275","ILMN_1699737",1.67526001936667,0.46567847545,12.2825562932728,7.86000341332805e-19,5.18947368218064e-17,32.4849186121524,"TRAP1","TNF receptor associated protein 1"
"2860","ILMN_1676383",-1.15063648216667,-0.0691941429166667,-12.2813545421553,7.89603911867507e-19,5.19779619610349e-17,32.4803738163668,"ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6"
"4666","ILMN_1693985",1.537972862,0.0986305076666667,12.2645231525839,8.41861298507075e-19,5.52539971777543e-17,32.4167017812507,"JPH1","junctophilin 1"
"1223","ILMN_1661905",-2.08751456333333,0.223360941333333,-12.2428281564451,9.14399993712942e-19,5.97931798975944e-17,32.3345790480291,"CD163L1","CD163 molecule like 1"
"11674","ILMN_1768268",-2.99242945833333,0.123825152666667,-12.2422514747187,9.16411880868287e-19,5.97931798975944e-17,32.3323953187404,"PKIB","cAMP-dependent protein kinase inhibitor beta"
"9921","ILMN_1748281",-1.17895398483333,-0.21559617675,-12.2353115460503,9.40976429180416e-19,6.12158976684409e-17,32.3061125472642,"MAPK10","mitogen-activated protein kinase 10"
"2633","ILMN_1674231",1.29867420313333,0.0807638800333333,12.2284242012143,9.66011437869987e-19,6.26608120985608e-17,32.2800230069549,"CHAF1B","chromatin assembly factor 1 subunit B"
"12289","ILMN_1774661",1.368192607,0.0434257825,12.2258304344829,9.75612773756174e-19,6.30991072099328e-17,32.2701961874323,"SNRPB","small nuclear ribonucleoprotein polypeptides B and B1"
"12126","ILMN_1772762",-1.25901460333333,0.0202391436666667,-12.2246227479881,9.80116040857946e-19,6.3206087937188e-17,32.2656204266176,"ELAVL4","ELAV like RNA binding protein 4"
"11240","ILMN_1763064",1.68576723136667,0.22273607165,12.2137383980108,1.02165977511315e-18,6.56942042061166e-17,32.2243729318208,"ATAD2","ATPase family AAA domain containing 2"
"10991","ILMN_1760201",1.3453071872,0.0345446115,12.2106963434323,1.03358516936401e-18,6.62689404542521e-17,32.2128420893048,"DNMT1","DNA methyltransferase 1"
"10145","ILMN_1750527",1.6092757168,0.01069633,12.1839401342319,1.14471202286276e-18,7.29721020551366e-17,32.1113738574286,"GPT2","glutamic--pyruvic transaminase 2"
"11243","ILMN_1763127",-1.66056603316667,-0.08458720575,-12.184572218934,1.14195262877182e-18,7.29721020551366e-17,32.1137719501722,"ACKR2","atypical chemokine receptor 2"
"8276","ILMN_1730710",-1.26972217713333,0.0989410089,-12.1749610185999,1.18464484502614e-18,7.5301321610487e-17,32.0773022742886,"ADORA3","adenosine A3 receptor"
"5841","ILMN_1705753",1.3280785323,0.117049813483333,12.1740778080304,1.18864785440188e-18,7.53398971487181e-17,32.0739503607288,"CMSS1","cms1 ribosomal small subunit homolog"
"8830","ILMN_1736816",1.38328886133333,-0.0416315736666667,12.1717194719864,1.19940359687714e-18,7.58050410060466e-17,32.0649996571405,"SKA3","spindle and kinetochore associated complex subunit 3"
"13425","ILMN_1787762",1.42203280123333,0.150039193583333,12.1595066585186,1.2566934281853e-18,7.89758838834638e-17,32.0186367939585,"HEATR1","HEAT repeat containing 1"
"14053","ILMN_1794875",-2.05066974933333,-0.168275718,-12.1600192078473,1.25423449903497e-18,7.89758838834638e-17,32.0205829286069,"GPAT3","glycerol-3-phosphate acyltransferase 3"
"13222","ILMN_1785198",1.12141701776667,0.0727814523833333,12.1531992001029,1.28735413141206e-18,8.06741922351555e-17,31.9946849042498,"POLE3","DNA polymerase epsilon 3, accessory subunit"
"2859","ILMN_1676372",-1.81188068766667,0.0208064585,-12.1434439988729,1.33626685182835e-18,8.35035037773526e-17,31.9576309118483,"CD209","CD209 molecule"
"9345","ILMN_1741801",1.259806127,0.0730425348333333,12.1233053320576,1.44325301025349e-18,8.9935743762538e-17,31.8810994069982,"CDC7","cell division cycle 7"
"4700","ILMN_1694268",1.566632141,0.0803391448333333,12.1157312084249,1.48569016029381e-18,9.23208697925994e-17,31.8523030838248,"HES6","hes family bHLH transcription factor 6"
"6556","ILMN_1713462",-5.49565305736666,-0.07496150035,-12.0858366624048,1.66583897142152e-18,1.03226178050321e-16,31.7385770496046,"AQP8","aquaporin 8"
"2692","ILMN_1674706",1.48316329633333,0.1630490105,12.0812229746447,1.69554085895885e-18,1.04774034582571e-16,31.721015686778,"MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"8854","ILMN_1737025",-1.751678988,-0.155140278333333,-12.0768587077674,1.72412838884153e-18,1.06244622716835e-16,31.7044013038928,"PLCL2","phospholipase C like 2"
"3285","ILMN_1680424",-2.11242614836667,-0.0583864981833333,-12.0697621314455,1.7716549952678e-18,1.08570150317737e-16,31.6773802651886,"CTSG","cathepsin G"
"15418","ILMN_1810703",1.46630423633333,-0.0847072315,12.0701475454944,1.76904023231868e-18,1.08570150317737e-16,31.6788479326747,"FANCD2","FA complementation group D2"
"1146","ILMN_1661264",1.596598883,-0.0313410778333333,12.0664529411746,1.79426649682359e-18,1.09652914505604e-16,31.6647780259607,"SHMT2","serine hydroxymethyltransferase 2"
"2572","ILMN_1673639",-2.144966013,-0.0777487716666667,-12.064945781708,1.80466105195685e-18,1.09985166968711e-16,31.6590379336514,"ABI3BP","ABI family member 3 binding protein"
"8592","ILMN_1734194",1.22500144903333,0.273484812483333,12.0599922602944,1.83925406877203e-18,1.11786334963394e-16,31.6401702366954,"EXOSC3","exosome component 3"
"8065","ILMN_1728556",1.34584592413333,0.264080588266667,12.0396654335262,1.9883513242141e-18,1.20517993924496e-16,31.5627149547249,"SMC4","structural maintenance of chromosomes 4"
"14071","ILMN_1795104",-1.72843350766667,0.0679935981666667,-12.0377251200195,2.00320581080744e-18,1.21087514187881e-16,31.5553187530278,"ACADS","acyl-CoA dehydrogenase short chain"
"4029","ILMN_1687848",-3.25047878966667,0.209871028833333,-12.0214219742427,2.13252175592021e-18,1.28553974547103e-16,31.4931552631525,"C7","complement C7"
"6970","ILMN_1717490",1.312978077,0.231179380666667,12.0088776381867,2.23772705654624e-18,1.3453045263529e-16,31.44530190163,"RPL6","ribosomal protein L6"
"4224","ILMN_1689704",0.998859354466667,0.0353053956666667,12.0035714978495,2.28378848540431e-18,1.36559471051777e-16,31.4250545795164,"RXYLT1","ribitol xylosyltransferase 1"
"14444","ILMN_1799113",0.968410462266666,0.0718742198,12.0036623354293,2.28299195754716e-18,1.36559471051777e-16,31.4254012290699,"CEP83","centrosomal protein 83"
"8811","ILMN_1736597",1.23562173346667,0.0505082608333333,12.0004459931689,2.31136645858307e-18,1.37836971820448e-16,31.4131265808598,"TKT","transketolase"
"14568","ILMN_1800642",-1.3748503206,-0.0423587715333333,-11.9916415145291,2.39087165864579e-18,1.4219597017533e-16,31.3795192603458,"RELN","reelin"
"3810","ILMN_1685567",1.06564260006667,0.1101332595,11.9876805993923,2.42753281359958e-18,1.43990342077254e-16,31.3643970825246,"TGDS","TDP-glucose 4,6-dehydratase"
"5788","ILMN_1705231",-2.16275755033333,-0.0527711521666667,-11.982311464493,2.47813465837007e-18,1.4585112388747e-16,31.343895480355,"SLCO2A1","solute carrier organic anion transporter family member 2A1"
"12999","ILMN_1782635",1.22407333763333,0.32614022175,11.9834198455544,2.46760224693255e-18,1.4585112388747e-16,31.3481280304953,"YARS2","tyrosyl-tRNA synthetase 2"
"13230","ILMN_1785324",1.09805955216667,0.140129262483333,11.9822597106618,2.47862755614749e-18,1.4585112388747e-16,31.3436978454911,"MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
"14182","ILMN_1796235",1.2470908464,0.0228989003333333,11.9814274349585,2.48656764690894e-18,1.45931261055629e-16,31.3405195490954,"UTP4","UTP4 small subunit processome component"
"10646","ILMN_1756162",1.16838223016667,0.0159947855833333,11.9630824391584,2.66824615052081e-18,1.56180402646844e-16,31.270442214312,"EXOSC8","exosome component 8"
"14981","ILMN_1805658",1.1543846336,0.0721663720666667,11.9545420590446,2.75733433396454e-18,1.60970275959656e-16,31.2378042473184,"LTV1","LTV1 ribosome biogenesis factor"
"6527","ILMN_1713162",-1.19816261686667,-0.0692914485666667,-11.9470885339659,2.83753281304456e-18,1.65217396127508e-16,31.2093125655476,"GSTM2","glutathione S-transferase mu 2"
"2434","ILMN_1672350",-1.5057794022,-0.160188787,-11.9437385827423,2.87433966750709e-18,1.6692238529837e-16,31.196504916624,"JAM2","junctional adhesion molecule 2"
"6038","ILMN_1707858",1.14539730873333,0.170389398866667,11.9386383796423,2.93130346516659e-18,1.69785994964114e-16,31.1770030273007,"H2AZ1","H2A.Z variant histone 1"
"6058","ILMN_1708105",1.3357691265,0.0299556074166667,11.9313912969699,3.01420892865248e-18,1.74133361649028e-16,31.1492865809524,"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"743","ILMN_1657547",1.28483072296667,0.248613892816667,11.9284733825493,3.04825325309346e-18,1.7564272770552e-16,31.1381252262639,"CCDC34","coiled-coil domain containing 34"
"13962","ILMN_1793922",-1.185496716,0.0390462883333333,-11.9143909678446,3.21808843107974e-18,1.84948377603816e-16,31.0842438723875,NA,NA
"7795","ILMN_1726064",1.23811026853333,0.141670394733333,11.9046961113602,3.34052370603186e-18,1.9148883176902e-16,31.0471359848385,"PAK1IP1","PAK1 interacting protein 1"
"10910","ILMN_1759312",-1.82487617333333,0.188915726666667,-11.9017678442234,3.37841994321879e-18,1.93162030980324e-16,31.0359255557184,"AMPD1","adenosine monophosphate deaminase 1"
"3355","ILMN_1681130",0.9003060653,0.114733206183333,11.8981757157751,3.42550002096799e-18,1.95350366234329e-16,31.0221722164645,"ACP6","acid phosphatase 6, lysophosphatidic"
"3796","ILMN_1685413",1.04564206033333,0.116691192166667,11.8970823811306,3.43996063854269e-18,1.95672017449823e-16,31.0179858084063,"ALG8","ALG8 alpha-1,3-glucosyltransferase"
"6264","ILMN_1710428",1.574951196,0.135198767,11.8948346556985,3.4698830102142e-18,1.9686927032888e-16,31.0093787524522,"CDK1","cyclin dependent kinase 1"
"5530","ILMN_1702396",-1.108086938,0.136996922333333,-11.8941430729309,3.47914224050235e-18,1.96891049651286e-16,31.0067304005627,"PACSIN2","protein kinase C and casein kinase substrate in neurons 2"
"3983","ILMN_1687359",0.927911928066666,0.186614662633333,11.8867325908076,3.57993436658245e-18,2.0207955213299e-16,30.9783490186507,"MRPS23","mitochondrial ribosomal protein S23"
"10784","ILMN_1757730",1.10658887833333,0.00980037066666667,11.874047588452,3.75934776393904e-18,2.11132584291705e-16,30.9297513669152,"TTC27","tetratricopeptide repeat domain 27"
"10888","ILMN_1759075",-2.08809030766667,0.0532736035,-11.8745105725876,3.75264273522273e-18,2.11132584291705e-16,30.9315254522077,"TNFRSF13B","TNF receptor superfamily member 13B"
"14028","ILMN_1794638",-3.68022158943333,-0.352634488283333,-11.8711062336472,3.8022280440333e-18,2.12657688433052e-16,30.9184799351096,"VIP","vasoactive intestinal peptide"
"15002","ILMN_1805922",1.58464733246667,0.268028067833333,11.8708712201038,3.80567536548512e-18,2.12657688433052e-16,30.9175793053616,"EBPL","EBP like"
"761","ILMN_1657718",-1.98882274733333,0.1396948626,-11.8628456291169,3.9253099461761e-18,2.18791647854198e-16,30.8868192655657,"LDHD","lactate dehydrogenase D"
"11350","ILMN_1764362",1.60102850143333,0.402490551283333,11.8566469505078,4.0203006093428e-18,2.22965871794152e-16,30.8630559971422,"LYAR","Ly1 antibody reactive"
"14134","ILMN_1795758",1.50647110566667,0.2486298965,11.856845145887,4.0172278284949e-18,2.22965871794152e-16,30.8638158710852,"RRP9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
"11476","ILMN_1765966",-1.29623694426667,-0.0344403518,-11.8559069519314,4.03179434869883e-18,2.23045700328017e-16,30.860218827423,"CHGB","chromogranin B"
"4442","ILMN_1691807",1.6776228243,0.470765493983333,11.8475203835431,4.16439373344609e-18,2.29808235280518e-16,30.8280599408084,"RPS15","ribosomal protein S15"
"3309","ILMN_1680649",1.15128790966667,0.157310982033333,11.8436253892784,4.22746367388372e-18,2.32709811765351e-16,30.8131214303128,"CIT","citron rho-interacting serine/threonine kinase"
"8836","ILMN_1736863",-1.586647888,-0.0949761216666667,-11.8385563806559,4.31098822661239e-18,2.36720204997944e-16,30.7936774757497,"TMEM140","transmembrane protein 140"
"1408","ILMN_1663092",-1.4489831,0.0936785078333333,-11.8330097982239,4.40428941278771e-18,2.40652109195277e-16,30.7723980773369,"CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2"
"15089","ILMN_1806908",-2.0626972183,-0.272646810183333,-11.833069953781,4.40326667331798e-18,2.40652109195277e-16,30.7726288832763,"PRKCB","protein kinase C beta"
"7960","ILMN_1727540",1.25382134453333,0.2115843594,11.819359303204,4.64267301127363e-18,2.53054196761902e-16,30.7200123588149,"FIRRM","FIGNL1 interacting regulator of recombination and mitosis"
"7446","ILMN_1722502",1.19755438666667,0.196992059333333,11.8176334530023,4.67372419653061e-18,2.54122297979988e-16,30.713387568495,"CCT6A","chaperonin containing TCP1 subunit 6A"
"13636","ILMN_1790098",-1.61054916563333,0.13779798855,-11.8104453662876,4.80531884953077e-18,2.60638614567214e-16,30.6857917745181,"OGN","osteoglycin"
"4122","ILMN_1688702",-1.0516400303,0.0740258991833333,-11.8082900295777,4.84550048760782e-18,2.621770312612e-16,30.6775160096036,"PJA2","praja ring finger ubiquitin ligase 2"
"15507","ILMN_1811594",1.1496507298,0.234012523433333,11.8003794226739,4.99590161272713e-18,2.696571323035e-16,30.6471371746403,"PTRH2","peptidyl-tRNA hydrolase 2"
"6349","ILMN_1711314",1.19717348213333,0.1774303535,11.7966206050195,5.06900702559152e-18,2.7293896081486e-16,30.6326996848394,"NUDT5","nudix hydrolase 5"
"11628","ILMN_1767747",1.024930734,0.167386868333333,11.7758221493241,5.49345275545847e-18,2.95076890864627e-16,30.5527829357783,"HDAC2","histone deacetylase 2"
"2872","ILMN_1676515",1.34278230333333,0.350336217333333,11.7730654817582,5.55233630243478e-18,2.97519392592302e-16,30.5421867291478,"IMPDH1","inosine monophosphate dehydrogenase 1"
"12021","ILMN_1771593",1.0737460098,0.0505514332333333,11.7610957577012,5.81548346267926e-18,3.10869120809823e-16,30.4961664115232,"RRM1","ribonucleotide reductase catalytic subunit M1"
"14292","ILMN_1797425",1.09364703496667,0.197227619516667,11.7431571699364,6.23358434821079e-18,3.32417873030549e-16,30.4271654062706,"DDX55","DEAD-box helicase 55"
"564","ILMN_1656129",1.04158297736667,0.0237464006166667,11.7346576638591,6.4421373616651e-18,3.41895634524351e-16,30.3944585465532,"SLC39A10","solute carrier family 39 member 10"
"7935","ILMN_1727347",1.28060935,0.0266717723333333,11.7352339421759,6.42777752203835e-18,3.41895634524351e-16,30.3966763891536,"GTF3A","general transcription factor IIIA"
"14066","ILMN_1795008",-2.85379337713333,0.256574709833333,-11.7290895342468,6.58256181702184e-18,3.48514442359935e-16,30.373027218963,"ATP1A2","ATPase Na+/K+ transporting subunit alpha 2"
"645","ILMN_1656628",1.45361925526667,0.2151108115,11.7257204786085,6.66902107929548e-18,3.5225134195974e-16,30.3600581749853,"WDR4","WDR4 tRNA N7-guanosine methyltransferase non-catalytic subunit"
"14313","ILMN_1797600",1.268912833,-0.00971698986666667,11.7248834844781,6.69067758058565e-18,3.52555799163212e-16,30.3568359902436,"SLC12A8","solute carrier family 12 member 8"
"7854","ILMN_1726666",-2.23492640766667,-0.4453560815,-11.719839600233,6.82269264841317e-18,3.58660222067293e-16,30.3374167331344,"GPX3","glutathione peroxidase 3"
"15374","ILMN_1810228",1.53279559666667,0.251370406666667,11.7184545028799,6.85940252672515e-18,3.59737554734919e-16,30.3320834954281,"TTF2","transcription termination factor 2"
"8869","ILMN_1737157",1.238378809,-0.124293343833333,11.709766280798,7.09425529098554e-18,3.711767909793e-16,30.2986247919486,"GRAMD1A","GRAM domain containing 1A"
"11209","ILMN_1762654",1.20751145353333,-0.0392165211666667,11.7061494356519,7.19439656424724e-18,3.7553057266179e-16,30.2846935261975,"PAFAH1B3","platelet activating factor acetylhydrolase 1b catalytic subunit 3"
"14771","ILMN_1803094",-1.33018560596667,-0.0947407083166667,-11.6891462302043,7.68460710561244e-18,4.00176816973958e-16,30.2191802247244,"PDGFD","platelet derived growth factor D"
"7320","ILMN_1721138",1.10582319866667,0.178745045333333,11.6831268509893,7.86610403781238e-18,4.08668974179929e-16,30.1959793531777,"GRPEL2","GrpE like 2, mitochondrial"
"7242","ILMN_1720373",2.26083767433333,0.4148940375,11.6407555630464,9.27203377308206e-18,4.80585974817879e-16,30.0325436785072,"SLC7A5","solute carrier family 7 member 5"
"4552","ILMN_1692938",2.10713114006666,0.3634005407,11.6397725376182,9.3074978764512e-18,4.81299610468982e-16,30.0287494081608,"PSAT1","phosphoserine aminotransferase 1"
"13200","ILMN_1784871",1.77954703433333,0.326918458166667,11.6318064729766,9.59997458323041e-18,4.95269386405543e-16,29.9979978780477,"FASN","fatty acid synthase"
"11794","ILMN_1769383",-1.4507526139,-0.178623902916667,-11.6290786929312,9.70224053923188e-18,4.99384000283805e-16,29.9874660642166,"GIMAP5","GTPase, IMAP family member 5"
"11795","ILMN_1769383",-1.4507526139,-0.178623902916667,-11.6290786929312,9.70224053923188e-18,4.99384000283805e-16,29.9874660642166,"GIMAP1-GIMAP5","GIMAP1-GIMAP5 readthrough"
"1754","ILMN_1666194",1.1637987921,0.166888865216667,11.6195731962102,1.00672632692512e-17,5.16972611956178e-16,29.9507589958629,"IFRD2","interferon related developmental regulator 2"
"7161","ILMN_1719351",-1.11698007823333,-0.11325262345,-11.6109679059234,1.04096417282483e-17,5.3331984318582e-16,29.9175190509425,"TCF21","transcription factor 21"
"3105","ILMN_1678966",1.748307871,0.0697765951666666,11.608837829416,1.04961877895908e-17,5.36514815493739e-16,29.90928978743,"SNRPF","small nuclear ribonucleoprotein polypeptide F"
"14168","ILMN_1796094",-2.07814211233333,-0.0343566361666667,-11.6044506870698,1.06767312058341e-17,5.44488747287873e-16,29.8923389732215,"CD36","CD36 molecule (CD36 blood group)"
"6279","ILMN_1710676",1.102109293,0.1380990115,11.6032328756066,1.07274003010273e-17,5.45818000637588e-16,29.887633254935,"FBXO5","F-box protein 5"
"2903","ILMN_1676822",-2.34241409193333,0.224715380866667,-11.5935613093059,1.11385030278674e-17,5.65438332197277e-16,29.8502553831518,"ECRG4","ECRG4 augurin precursor"
"9270","ILMN_1740917",-3.23067981366666,-0.292577972166667,-11.588290925446,1.13691736965673e-17,5.75830477818831e-16,29.8298822149206,"SCNN1B","sodium channel epithelial 1 subunit beta"
"2655","ILMN_1674411",1.3027660458,0.0918610619,11.5836871061233,1.15746068813373e-17,5.8489995229063e-16,29.8120830481063,"CKAP2","cytoskeleton associated protein 2"
"15177","ILMN_1808071",1.35198563466667,-0.0339661376666667,11.5793790695125,1.17702285586358e-17,5.93433523510858e-16,29.7954251775196,"KIF14","kinesin family member 14"
"11404","ILMN_1765076",-1.6638773262,0.101993546466667,-11.5686875064863,1.22702353137951e-17,6.17240136510726e-16,29.7540747502225,"APPL2","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
"13434","ILMN_1787897",2.932045807,-0.348558083166667,11.5598569314541,1.26993152529807e-17,6.3737920717675e-16,29.7199117422837,"CXCL1","C-X-C motif chemokine ligand 1"
"9704","ILMN_1745798",1.0825227725,0.225189304083333,11.5570533387405,1.28386803948644e-17,6.42919381218222e-16,29.7090635237069,"GTF2F2","general transcription factor IIF subunit 2"
"11327","ILMN_1764030",-1.72946451813333,0.115393200833333,-11.547956400948,1.3301587390452e-17,6.6460003304006e-16,29.6738575150763,"CCL23","C-C motif chemokine ligand 23"
"669","ILMN_1656840",-0.788296765766666,-0.02969212735,-11.5403793040235,1.36999715459957e-17,6.82966671407569e-16,29.6445260552329,"VPS13D","vacuolar protein sorting 13 homolog D"
"3772","ILMN_1685240",1.17095839273333,0.0582900355,11.5350584171082,1.39868960633935e-17,6.9570695576305e-16,29.6239245335465,"PTRH1","peptidyl-tRNA hydrolase 1 homolog"
"1239","ILMN_1662038",-1.36732756366667,0.0368165955,-11.5215858336101,1.47407693002388e-17,7.31564264332208e-16,29.5717463410701,"LARGE1","LARGE xylosyl- and glucuronyltransferase 1"
"13606","ILMN_1789775",1.16741204216667,0.113943204416667,11.509996899114,1.54219282115743e-17,7.63660838048133e-16,29.5268464520792,"WDR74","WD repeat domain 74"
"13746","ILMN_1791508",-1.60244628413333,-0.0572045902333333,-11.5004192285283,1.60087527071184e-17,7.90953608139674e-16,29.489727166676,"MMP28","matrix metallopeptidase 28"
"14997","ILMN_1805828",1.19983137806667,0.187949159066667,11.4989357044399,1.61016397721798e-17,7.93775059346747e-16,29.4839766572047,"VRK1","VRK serine/threonine kinase 1"
"6397","ILMN_1711807",-1.0001607861,-0.12690880795,-11.4880546080106,1.6799739301275e-17,8.2466682052145e-16,29.4417910027053,"ADGRL3","adhesion G protein-coupled receptor L3"
"7244","ILMN_1720461",-2.20475272676667,-0.0233449876166667,-11.4880106021262,1.68026236420707e-17,8.2466682052145e-16,29.4416203654375,"SLC17A4","solute carrier family 17 member 4"
"2278","ILMN_1670817",1.13195310176667,0.188555600783333,11.4856237583483,1.69598177705661e-17,8.30544365170503e-16,29.4323648007906,"GRPEL1","GrpE like 1, mitochondrial"
"2251","ILMN_1670672",-2.036880155,-0.0159113456666667,-11.4732908110187,1.77959719415645e-17,8.69572338219532e-16,29.3845302899065,"TMEM37","transmembrane protein 37"
"6036","ILMN_1707810",0.976725106766666,-0.0246243964166667,11.4614804778099,1.86356141793115e-17,9.08598824074387e-16,29.3387062789802,"RPS5","ribosomal protein S5"
"9598","ILMN_1744676",-0.998584587566666,-0.0700178759833333,-11.4574276899698,1.89328497639669e-17,9.21066533254037e-16,29.3229777722972,"RNF112","ring finger protein 112"
"9854","ILMN_1747305",-1.42295990566667,-0.3235927575,-11.4533956716144,1.92333025233305e-17,9.33635849403859e-16,29.3073279864389,"GIMAP8","GTPase, IMAP family member 8"
"14283","ILMN_1797332",1.14536065893333,0.207206869266667,11.448000273128,1.964287959983e-17,9.51435897472991e-16,29.2863834698134,"NARS2","asparaginyl-tRNA synthetase 2, mitochondrial"
"9948","ILMN_1748591",1.42759013066667,0.000848475666666671,11.4456754085086,1.98220639559506e-17,9.5802323921309e-16,29.2773574903644,"ODC1","ornithine decarboxylase 1"
"14078","ILMN_1795166",-1.3687799633,-0.259939982683333,-11.4373649181625,2.04761519426552e-17,9.87484684121442e-16,29.2450880117567,"PTH1R","parathyroid hormone 1 receptor"
"11071","ILMN_1761113",0.968015547733333,0.0898569440666667,11.4260399105498,2.14026598096502e-17,1.02992756012425e-15,29.2011004021574,"GNL2","G protein nucleolar 2"
"15096","ILMN_1807014",1.2757962379,0.155325851383333,11.4245995646646,2.15234845930346e-17,1.03349996149757e-15,29.1955048771178,"SLC25A22","solute carrier family 25 member 22"
"13975","ILMN_1794074",-1.33294308966667,0.0487838885,-11.4192169819202,2.19811223960575e-17,1.0531948579571e-15,29.1745922472326,"MXI1","MAX interactor 1, dimerization protein"
"3605","ILMN_1683664",1.30349667766667,0.277068613333333,11.4180957885834,2.20776754039555e-17,1.05554127405463e-15,29.1702357217065,"SINHCAF","SIN3-HDAC complex associated factor"
"13091","ILMN_1783672",-1.57703075366667,0.0417117981666667,-11.4152525859989,2.23244415568804e-17,1.06504389569427e-15,29.1591874832582,"SLC30A10","solute carrier family 30 member 10"
"7360","ILMN_1721605",1.02805331783333,0.0977609654833333,11.4022365055605,2.34900943300498e-17,1.11824946913696e-15,29.1085971784452,"SMYD2","SET and MYND domain containing 2"
"13067","ILMN_1783315",-1.06932655966667,-0.0938021196,-11.397638453122,2.39163705439238e-17,1.13610442001372e-15,29.0907210290796,"SUN2","Sad1 and UNC84 domain containing 2"
"2191","ILMN_1670263",-1.11095304766667,0.0511488771,-11.3892509348581,2.47141393359011e-17,1.17149245091374e-15,29.0581060790346,"CNST","consortin, connexin sorting protein"
"10343","ILMN_1752668",-1.05575877493333,-0.177498761633333,-11.3852623404863,2.51028628474828e-17,1.18738146995428e-15,29.042593560297,"DAAM2","dishevelled associated activator of morphogenesis 2"
"3132","ILMN_1679177",1.3042563281,0.136413470883333,11.3816090638311,2.54643096666145e-17,1.20191541626421e-15,29.0283835668741,"MARS2","methionyl-tRNA synthetase 2, mitochondrial"
"9982","ILMN_1748894",1.02474877586667,0.0887060643,11.3804496486142,2.55801120731554e-17,1.20481784762395e-15,29.0238735198187,"GTPBP3","GTP binding protein 3, mitochondrial"
"15445","ILMN_1810992",1.1131069178,0.242064922566667,11.3709695191898,2.65471141987341e-17,1.2477143673405e-15,28.9869906844205,"CAD","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
"15283","ILMN_1809291",-2.03557195313333,-0.255699284833333,-11.3638329009287,2.72992987720843e-17,1.28035442697657e-15,28.9592185963768,"TSPAN7","tetraspanin 7"
"6502","ILMN_1712888",1.55033769333333,0.0809495133333333,11.362235618894,2.74705684489895e-17,1.28566896724131e-15,28.953001990264,"HSPH1","heat shock protein family H (Hsp110) member 1"
"1041","ILMN_1660114",-1.60064158283333,0.0980166314166667,-11.3479828419152,2.90475740586863e-17,1.35661343772189e-15,28.8975174288338,"MMRN1","multimerin 1"
"7306","ILMN_1720996",2.08012099066667,0.330810249333333,11.3471109087915,2.91469586162424e-17,1.3583952309721e-15,28.8941223328412,"SLC12A2","solute carrier family 12 member 2"
